,training,test
0,0.7045808495784329,0.6929133858267716
1,0.6310635390571624,0.6021505376344086
2,0.7015377831670616,0.736318407960199
3,0.65614581018004,0.6341463414634146
4,0.648758925535532,0.4232804232804233
5,0.6668943533697632,0.6774193548387096
6,0.5925314140758657,0.6965174129353234
7,0.6013005227591482,0.5185185185185186
8,0.6387225548902196,0.7026143790849674
9,0.6742340753802072,0.4880952380952381
10,0.6429980276134122,0.64
11,0.6631045806200256,0.5528007346189164
12,0.6101539168389616,0.64
13,0.6851437612526599,0.5714285714285714
14,0.6175706116790851,0.7315490673154906
15,0.5900898221402653,0.6837606837606838
16,0.6867764552421327,0.6153846153846154
17,0.5675010504832223,0.7242798353909465
18,0.724992027213777,0.7272727272727273
19,0.7088956210410355,0.7689848121502798
20,0.6149187678332266,0.7521367521367521
21,0.6789410611177689,0.6153846153846154
22,0.7373721312344305,0.655367231638418
23,0.7134622636427301,0.6770833333333334
24,0.49579188982402456,0.358974358974359
25,0.6552761537151616,0.64
26,0.18075491759702286,0.2807017543859649
27,0.6646338082829739,0.5528007346189164
28,0.6931848600032121,0.4779874213836478
29,0.6584445570760826,0.6456692913385826
30,0.4696772425135339,0.7619047619047619
31,0.3676669370100027,0.36058700209643607
32,0.6532258064516129,0.6902356902356902
33,0.6661422631756376,0.7386091127098321
34,0.6919640394903757,0.7242798353909465
35,0.657588840916639,0.5875706214689266
36,0.635084955553055,0.6837606837606838
37,0.6546915095392167,0.6770833333333334
38,0.664485559566787,0.7242798353909465
39,0.542069720751962,0.6564885496183206
40,0.7056145675265554,0.6902356902356902
41,0.6283287419651055,0.7386091127098321
42,0.22260697501855056,0.19858156028368795
43,0.613576565514822,0.6111111111111112
44,0.6907103825136612,0.6701940035273369
45,0.5736906211936662,0.5714285714285714
46,0.7008547008547009,0.5325325325325326
47,0.8104396942104496,0.402930402930403
48,0.468861664114344,0.42575285565939774
49,0.6039151330441918,0.628099173553719
