,training,test
0,0.6984126984126984,0.5925925925925926
1,0.6200607902735562,0.6770833333333334
2,0.7711640211640212,0.7887323943661972
3,0.7568733153638814,0.6774193548387096
4,0.5927710843373494,0.7549019607843137
5,0.7002857142857143,0.7673860911270983
6,0.7568733153638814,0.7272727272727273
7,0.7636849132176236,0.717948717948718
8,0.7140000000000001,0.727735368956743
9,0.7560646900269541,0.6844444444444445
10,0.6895043731778425,0.7542579075425792
11,0.7610146862483312,0.727735368956743
12,0.6997084548104956,0.7689848121502798
13,0.6862914862914864,0.6811201445347788
14,0.7528301886792452,0.7471819645732689
15,0.36336996336996336,0.358974358974359
16,0.7012987012987013,0.717948717948718
17,0.5336996336996337,0.7003367003367004
18,0.7642189586114819,0.6774193548387096
19,0.7339805825242719,0.7777777777777779
20,0.7274509803921567,0.8388520971302428
21,0.7547169811320755,0.704861111111111
22,0.7425824175824175,0.6376811594202899
23,0.7610146862483312,0.7591240875912408
24,0.7504043126684637,0.7689848121502798
25,0.7403846153846154,0.7549019607843137
26,0.6839469808541974,0.7925407925407926
27,0.7425824175824175,0.7083333333333334
28,0.7648148148148148,0.632768361581921
29,0.6882352941176471,0.5982905982905984
30,0.717963224893918,0.816816816816817
31,0.6461538461538461,0.6666666666666666
32,0.6647230320699707,0.7090754877014419
33,0.7690476190476191,0.7268170426065163
34,0.5483146067415731,0.6632739609838846
35,0.7492656875834446,0.6120218579234973
36,0.7140000000000001,0.6976744186046512
37,0.7428571428571429,0.6775956284153005
38,0.7493877551020408,0.816816816816817
39,0.7959183673469388,0.7591240875912408
40,0.7157001414427157,0.6481481481481483
41,0.7097142857142857,0.7777777777777779
42,0.7329670329670329,0.8045977011494253
43,0.7274509803921567,0.7272727272727273
44,0.7610146862483312,0.6630824372759857
45,0.7779816513761467,0.6573295985060691
46,0.807079646017699,0.6166166166166166
47,0.7927927927927929,0.647673314339981
48,0.7274509803921567,0.8198198198198199
49,0.7833766233766235,0.691358024691358
