,training,test
0,0.796812749003984,0.7301587301587301
1,0.7689243027888446,0.8095238095238095
2,0.7729083665338645,0.7936507936507936
3,0.7888446215139442,0.7619047619047619
4,0.7848605577689243,0.6825396825396826
5,0.7609561752988048,0.7936507936507936
6,0.7768924302788844,0.7936507936507936
7,0.7768924302788844,0.7936507936507936
8,0.7808764940239044,0.8571428571428571
9,0.7848605577689243,0.7619047619047619
10,0.796812749003984,0.7936507936507936
11,0.7848605577689243,0.7619047619047619
12,0.7808764940239044,0.8095238095238095
13,0.8047808764940239,0.6984126984126984
14,0.7768924302788844,0.8095238095238095
15,0.7729083665338645,0.7936507936507936
16,0.7928286852589641,0.7301587301587301
17,0.7729083665338645,0.8095238095238095
18,0.7808764940239044,0.7619047619047619
19,0.7848605577689243,0.7777777777777778
20,0.7569721115537849,0.8571428571428571
21,0.8087649402390438,0.7142857142857143
22,0.8047808764940239,0.7301587301587301
23,0.7808764940239044,0.7301587301587301
24,0.7689243027888446,0.8253968253968254
25,0.7729083665338645,0.8253968253968254
26,0.7888446215139442,0.7777777777777778
27,0.7808764940239044,0.8095238095238095
28,0.8047808764940239,0.7301587301587301
29,0.7689243027888446,0.8253968253968254
30,0.7689243027888446,0.873015873015873
31,0.7808764940239044,0.8095238095238095
32,0.7848605577689243,0.8095238095238095
33,0.7729083665338645,0.873015873015873
34,0.7768924302788844,0.7936507936507936
35,0.796812749003984,0.7619047619047619
36,0.7768924302788844,0.7777777777777778
37,0.7888446215139442,0.746031746031746
38,0.7569721115537849,0.8412698412698413
39,0.7729083665338645,0.7777777777777778
40,0.7649402390438247,0.746031746031746
41,0.7768924302788844,0.7777777777777778
42,0.7649402390438247,0.7777777777777778
43,0.7529880478087649,0.8253968253968254
44,0.7808764940239044,0.7619047619047619
45,0.7808764940239044,0.7301587301587301
46,0.8007968127490039,0.7142857142857143
47,0.8207171314741036,0.6825396825396826
48,0.7689243027888446,0.7936507936507936
49,0.7888446215139442,0.746031746031746
