,training,test
0,0.6862914862914864,0.7268170426065163
1,0.7912483912483912,0.727735368956743
2,0.666565349544073,0.7762128325508607
3,0.7403846153846154,0.7429519071310117
4,0.7897039897039897,0.736318407960199
5,0.797704081632653,0.6573295985060691
6,0.7711640211640212,0.736318407960199
7,0.7285714285714285,0.7407407407407407
8,0.7213578500707214,0.7385129490392648
9,0.7922779922779923,0.5823754789272031
10,0.6711309523809524,0.7966742252456537
11,0.7711640211640212,0.6811201445347788
12,0.7927927927927929,0.7925407925407926
13,0.7857142857142857,0.7549019607843137
14,0.7792207792207793,0.6995884773662553
15,0.7466666666666666,0.7591240875912408
16,0.7714285714285715,0.7801418439716312
17,0.7922779922779923,0.7925407925407926
18,0.8943310657596373,0.6685032139577594
19,0.8140350877192982,0.705161854768154
20,0.7196605374823197,0.8097412480974125
21,0.7626168224299066,0.7429519071310117
22,0.7912483912483912,0.647673314339981
23,0.8080200501253133,0.7665056360708535
24,0.7753604193971166,0.8097412480974125
25,0.7444897959183674,0.7306397306397306
26,0.7912483912483912,0.717948717948718
27,0.7588785046728971,0.736318407960199
28,0.797704081632653,0.5794392523364486
29,0.7711640211640212,0.7762128325508607
30,0.7106442577030813,0.853046594982079
31,0.7833766233766235,0.6844444444444445
32,0.6778947368421053,0.704861111111111
33,0.7927927927927929,0.7542579075425792
34,0.7876447876447877,0.7272727272727273
35,0.8327228327228327,0.7549019607843137
36,0.7619047619047619,0.7673860911270983
37,0.7339805825242719,0.7619047619047619
38,0.7927927927927929,0.717948717948718
39,0.8213664596273291,0.8163265306122448
40,0.7711640211640212,0.5945945945945946
41,0.7711640211640212,0.8045977011494253
42,0.81328320802005,0.7689848121502798
43,0.7588785046728971,0.7083333333333334
44,0.7912483912483912,0.717948717948718
45,0.8140350877192982,0.6481481481481483
46,0.7499319727891157,0.6775956284153005
47,0.8198757763975155,0.6273352999016717
48,0.7215686274509804,0.8097412480974125
49,0.7779816513761467,0.7549019607843137
