,DG_AG,AD_NIH,DG_SEX,CH,RF_DM,RF_HC,AT_LY
0,3.373316764831543,5.438141345977783,0.9415204524993896,1.7227702140808105,4.012385368347168,2.685673475265503,3.0205917358398438
1,4.5801191329956055,6.320520401000977,1.1671712398529053,2.1914374828338623,4.198924541473389,1.91403329372406,1.4736223220825195
2,4.06300687789917,5.731756210327148,1.1691412925720215,0.36524826288223267,4.726541042327881,3.7509055137634277,2.0468952655792236
3,8.891547203063965,12.31669807434082,1.5917868614196777,2.2356996536254883,9.591883659362793,1.207509160041809,0.513296365737915
4,4.198187351226807,6.209462642669678,0.5214205384254456,0.44587692618370056,6.788361072540283,2.437539577484131,2.307060718536377
5,3.4626541137695312,6.42871618270874,0.35662904381752014,2.7637462615966797,4.174901485443115,2.8602635860443115,1.047051191329956
6,2.6698203086853027,6.178565502166748,1.3451842069625854,0.8939679265022278,3.0562708377838135,3.7468600273132324,2.387359619140625
7,8.789870262145996,5.153289794921875,0.5569214224815369,1.2960913181304932,5.029411315917969,2.642979860305786,2.4652657508850098
8,1.0434597730636597,6.937297344207764,1.7252470254898071,0.827643632888794,2.9657604694366455,3.916926145553589,2.2505576610565186
9,6.163086414337158,8.622276306152344,0.9243441224098206,0.4360567033290863,4.725178241729736,4.06102180480957,0.4398571252822876
10,4.576038837432861,8.986756324768066,0.27462145686149597,1.4918110370635986,4.008860111236572,2.8484761714935303,1.3049545288085938
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2.9332821369171143,6.339780807495117,1.28865647315979,2.2157881259918213,3.2049593925476074,3.740596294403076,1.823707938194275
13,11.702560424804688,4.158764839172363,1.00383460521698,1.0006135702133179,6.559665679931641,5.7738752365112305,1.3778468370437622
14,4.454477787017822,8.681921005249023,1.040834903717041,2.407243490219116,4.153073787689209,5.7685980796813965,2.641385555267334
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,5.491542339324951,14.145010948181152,0.8846428990364075,3.0110373497009277,8.95724105834961,4.449090957641602,2.637803792953491
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5.724967002868652,8.380219459533691,0.9999834895133972,3.331667423248291,5.786759376525879,3.1688194274902344,3.855503797531128
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.2139115333557129,4.3709259033203125,0.3542153835296631,0.0335499532520771,2.742811679840088,3.0031449794769287,1.0797405242919922
21,6.622430324554443,16.556747436523438,1.08634352684021,2.0283427238464355,7.8726630210876465,2.071322202682495,3.2065274715423584
22,7.4337568283081055,10.52734661102295,1.4759026765823364,1.6091865301132202,7.036512851715088,4.47301721572876,3.493901014328003
23,4.102176666259766,6.559918403625488,0.7280709147453308,2.368872880935669,3.5763652324676514,4.713195323944092,3.166354179382324
