,training AUC,test AUC
0,0.8349747778044679,0.695679012345679
1,0.8228441028104732,0.7209876543209877
2,0.870085675394347,0.7950617283950617
3,0.8357354471935303,0.7839506172839505
4,0.8235247017375291,0.8185185185185184
