,training,test
0,0.5962732919254659,0.5
1,0.6000000000000001,0.3428571428571428
2,0.5660377358490567,0.5625
3,0.5419354838709677,0.6486486486486486
4,0.5838509316770187,0.6486486486486486
5,0.546583850931677,0.6666666666666666
6,0.5960264900662252,0.4864864864864865
7,0.5806451612903226,0.5714285714285715
8,0.5660377358490567,0.5909090909090909
9,0.5822784810126582,0.6818181818181819
10,0.5844155844155844,0.4864864864864865
11,0.6296296296296295,0.3684210526315789
12,0.5838509316770187,0.4324324324324324
13,0.5866666666666667,0.5333333333333332
14,0.5714285714285715,0.5714285714285715
15,0.5786163522012578,0.6111111111111112
16,0.5526315789473685,0.6829268292682927
17,0.5911949685534591,0.4444444444444444
18,0.5732484076433121,0.5641025641025642
19,0.5290322580645163,0.7027027027027025
20,0.5714285714285715,0.5853658536585366
21,0.5714285714285714,0.6
22,0.6049382716049383,0.4
23,0.5641025641025641,0.5882352941176471
24,0.5534591194968553,0.7
25,0.569620253164557,0.6153846153846153
26,0.5935483870967742,0.5
27,0.6242038216560509,0.3902439024390244
28,0.6153846153846154,0.47619047619047616
29,0.5490196078431373,0.7317073170731708
30,0.5911949685534591,0.5
31,0.5732484076433121,0.6
32,0.5660377358490567,0.6190476190476191
33,0.5584415584415584,0.6829268292682927
34,0.5786163522012578,0.5581395348837209
35,0.5806451612903226,0.5263157894736841
36,0.5859872611464968,0.47368421052631576
37,0.5584415584415584,0.5641025641025642
38,0.5974025974025974,0.46153846153846156
39,0.5599999999999999,0.6382978723404256
40,0.5987261146496815,0.4888888888888889
41,0.562091503267974,0.6521739130434783
42,0.5605095541401274,0.5945945945945946
43,0.5806451612903226,0.5365853658536586
44,0.5625,0.65
45,0.5333333333333333,0.6818181818181819
46,0.5584415584415584,0.5945945945945946
47,0.5477707006369427,0.6315789473684211
48,0.5806451612903226,0.5714285714285715
49,0.5882352941176471,0.4324324324324324
