,training,test
0,0.7313286884243979,0.7631184407796102
1,0.7563587684069611,0.7083958020989505
2,0.7218292682926829,0.8845577211394303
3,0.7183823529411765,0.8935532233883058
4,0.737684879599071,0.8110944527736133
5,0.7106617647058824,0.8493253373313344
6,0.7272058823529413,0.8328335832083957
7,0.7227998065764023,0.7608695652173914
8,0.723653962492438,0.8268365817091454
9,0.6996470731410491,0.8073463268365817
10,0.7042952208106473,0.7728635682158921
11,0.7460106382978724,0.7593703148425788
12,0.7111943907156673,0.7586206896551725
13,0.7017649903288202,0.8268365817091454
14,0.7512474138980162,0.7616191904047975
15,0.7012814313346227,0.8118440779610195
16,0.706600580270793,0.8800599700149925
17,0.7464857596870798,0.7968515742128935
18,0.7539247900693684,0.8103448275862069
19,0.6813346228239846,0.9197901049475262
20,0.723404255319149,0.7758620689655173
21,0.7260738052026618,0.795352323838081
22,0.7142166344294004,0.7083958020989505
23,0.7080903790087463,0.8455772113943029
24,0.6821536600120992,0.8935532233883059
25,0.7011494252873562,0.7781109445277361
26,0.7417073170731707,0.7991004497751124
27,0.7673741661613098,0.6671664167916043
28,0.7500302480338777,0.7691154422788606
29,0.7107843137254902,0.8680659670164917
30,0.761470122915906,0.7653673163418291
31,0.6994555353901997,0.8545727136431784
32,0.7498774509803922,0.7998500749625188
33,0.6969399041415755,0.8868065967016492
34,0.7484146341463415,0.7811094452773613
35,0.6993032636596993,0.8005997001499251
36,0.701044703595724,0.7766116941529235
37,0.7137254901960784,0.7788605697151425
38,0.7293405928614639,0.8013493253373314
39,0.7072303921568628,0.8365817091454273
40,0.7856617647058823,0.7451274362818591
41,0.7357317073170732,0.8590704647676162
42,0.7029643073200242,0.8725637181409296
43,0.7438725490196079,0.782608695652174
44,0.7137330754352031,0.7833583208395802
45,0.689050211736237,0.8478260869565217
46,0.7232843137254902,0.7961019490254874
47,0.7305147058823529,0.8035982008995501
48,0.7302567829457364,0.7383808095952024
49,0.7496323529411765,0.7563718140929535
