,training,test
0,0.808423336320332,0.7548725637181409
1,0.8287978116304296,0.712143928035982
2,0.7858793566948072,0.8095952023988007
3,0.7912559543460832,0.8320839580209896
4,0.7995566665094561,0.8020989505247376
5,0.778946375512899,0.8515742128935532
6,0.7972456727821534,0.7758620689655172
7,0.8076687261236618,0.7668665667166418
8,0.7938499268971372,0.8350824587706147
9,0.8047917747488562,0.8125937031484258
10,0.8193180210347593,0.7053973013493252
11,0.8143187284818186,0.7211394302848576
12,0.8119605716172239,0.7316341829085458
13,0.8120548978918077,0.7586206896551724
14,0.7988492194500778,0.7983508245877061
15,0.7919162382681696,0.8013493253373314
16,0.7882846766966938,0.8275862068965517
17,0.8087063151440834,0.7451274362818591
18,0.8070084422015752,0.7728635682158921
19,0.7749846719803801,0.8823088455772113
20,0.801867660236759,0.7886056971514243
21,0.8088006414186671,0.7713643178410795
22,0.8103098618120077,0.732383808095952
23,0.7832382210064613,0.8403298350824588
24,0.7809743904164506,0.8733133433283358
25,0.8010658869027968,0.787856071964018
26,0.8054992218082346,0.7946026986506747
27,0.843135405367165,0.6416791604197901
28,0.809743904164505,0.7338830584707646
29,0.7775786445314342,0.868815592203898
30,0.8141772390699431,0.7421289355322339
31,0.7893222657171155,0.8163418290854573
32,0.7988963825873696,0.7758620689655171
33,0.7876715559118993,0.8665667166416792
34,0.8103570249492997,0.7773613193403298
35,0.7978587935669481,0.7946026986506747
36,0.7959251049379804,0.7901049475262368
37,0.7981417723906994,0.8110944527736133
38,0.8058293637692779,0.8058470764617691
39,0.794321558270056,0.8365817091454273
40,0.8239400084893648,0.684407796101949
41,0.7922463802292128,0.8373313343328336
42,0.7889449606187803,0.8388305847076462
43,0.8068197896524076,0.7736131934032984
44,0.8025279441588454,0.7646176911544227
45,0.7931424798377588,0.8313343328335832
46,0.8096495778899212,0.7683658170914542
47,0.7876715559118992,0.8320839580209896
48,0.8185162477007971,0.732383808095952
49,0.8235155402537376,0.7211394302848575
