,training,test
0,0.7279672411685613,0.8215892053973014
1,0.7651210904222953,0.724887556221889
2,0.7253658536585367,0.8695652173913043
3,0.7175245098039216,0.8853073463268367
4,0.7471580491382471,0.795352323838081
5,0.7178308823529412,0.8744377811094453
6,0.7343137254901961,0.8470764617691154
7,0.7130681818181818,0.77023988005997
8,0.715124016938899,0.8324587706146926
9,0.7001338688085676,0.8073463268365817
10,0.7114337568058077,0.7758620689655172
11,0.7483679883945842,0.7308845577211394
12,0.7108317214700194,0.7586206896551725
13,0.7193544487427466,0.841079460269865
14,0.7546549835706462,0.7829835082458771
15,0.6969294003868471,0.8118440779610194
16,0.7170575435203095,0.8519490254872565
17,0.7600537831560933,0.8118440779610195
18,0.7567238651576002,0.7976011994002998
19,0.6763781431334623,0.9017991004497751
20,0.7255198259187622,0.7848575712143928
21,0.7264972776769509,0.7938530734632684
22,0.7266682785299806,0.7215142428785608
23,0.7124635568513119,0.835832083958021
24,0.6852389594676346,0.8973013493253373
25,0.7086509376890503,0.7833583208395802
26,0.7453658536585366,0.7957271364317842
27,0.7779866585809582,0.6585457271364318
28,0.749848759830611,0.7732383808095953
29,0.7074754901960785,0.8988005997001499
30,0.7474747474747475,0.7766116941529235
31,0.6900181488203267,0.8710644677661169
32,0.7457720588235294,0.8163418290854573
33,0.721764778173774,0.9047976011994003
34,0.7457926829268292,0.7848575712143928
35,0.7322454467668988,0.812968515742129
36,0.7270408163265306,0.7897301349325336
37,0.7440563725490196,0.8148425787106447
38,0.7349667271627344,0.8065967016491754
39,0.7104166666666667,0.8395802098950524
40,0.7928921568627451,0.7308845577211395
41,0.7334756097560975,0.8624437781109446
42,0.6992135511191772,0.8748125937031483
43,0.7533088235294118,0.7927286356821589
44,0.7188104448742746,0.7856071964017991
45,0.7206291591046582,0.8526986506746627
46,0.7507965686274509,0.782608695652174
47,0.7311274509803921,0.8193403298350824
48,0.7278343023255814,0.7473763118440779
49,0.7549019607843137,0.7706146926536731
