,training,test
0,0.6758241758241759,0.7777777777777778
1,0.6593406593406593,0.6666666666666666
2,0.6648351648351648,0.8148148148148148
3,0.6263736263736264,0.8148148148148148
4,0.6758241758241759,0.691358024691358
5,0.6538461538461539,0.8024691358024691
6,0.7362637362637363,0.7037037037037037
7,0.6483516483516484,0.7407407407407407
8,0.6923076923076923,0.7037037037037037
9,0.6428571428571429,0.691358024691358
10,0.6538461538461539,0.7160493827160493
11,0.7032967032967034,0.7037037037037037
12,0.6483516483516484,0.6790123456790124
13,0.6758241758241759,0.7160493827160493
14,0.6153846153846154,0.7160493827160493
15,0.6263736263736264,0.7283950617283951
16,0.6263736263736264,0.6419753086419753
17,0.5384615384615384,0.6790123456790124
18,0.7087912087912088,0.7530864197530864
19,0.6758241758241759,0.8024691358024691
20,0.5879120879120879,0.6419753086419753
21,0.6483516483516484,0.6172839506172839
22,0.6593406593406593,0.654320987654321
23,0.6153846153846154,0.7037037037037037
24,0.6043956043956044,0.7160493827160493
25,0.6593406593406593,0.654320987654321
26,0.6263736263736264,0.6296296296296297
27,0.7032967032967034,0.5925925925925926
28,0.7032967032967034,0.7283950617283951
29,0.6263736263736264,0.7160493827160493
30,0.6208791208791209,0.6419753086419753
31,0.6318681318681318,0.7283950617283951
32,0.5934065934065934,0.6296296296296297
33,0.6648351648351648,0.8148148148148148
34,0.6813186813186813,0.7283950617283951
35,0.6428571428571429,0.7654320987654321
36,0.7032967032967034,0.7283950617283951
37,0.6428571428571429,0.654320987654321
38,0.5769230769230769,0.654320987654321
39,0.5989010989010989,0.5925925925925926
40,0.6923076923076923,0.6419753086419753
41,0.6428571428571429,0.7654320987654321
42,0.6538461538461539,0.7160493827160493
43,0.6428571428571429,0.6790123456790124
44,0.6593406593406593,0.7160493827160493
45,0.6483516483516484,0.691358024691358
46,0.7032967032967034,0.691358024691358
47,0.6868131868131868,0.7530864197530864
48,0.6868131868131868,0.7777777777777778
49,0.6593406593406593,0.7037037037037037
