,training,test
0,0.7702167877606474,0.5510204081632653
1,0.7115214924996849,0.49847281612706174
2,0.6314649336582724,0.6470588235294118
3,0.6407630050038621,0.6358381502890174
4,0.6863661263815938,0.6596194503171248
5,0.6100158928752579,0.6278944534194938
6,0.7503849753917692,0.3485987696514012
7,0.7437911271492254,0.6450905101481075
8,0.6510082721504269,0.748898678414097
9,0.557589411433399,0.4956629491945477
10,0.678903240426014,0.5892162312395776
11,0.6863661263815938,0.4566153846153846
12,0.678903240426014,0.5479609419873636
13,0.6678041737760861,0.6107648725212464
14,0.26588921282798833,0.2955281918340894
15,0.6181474480151229,0.4566153846153846
16,0.656664781610725,0.6984287886467309
17,0.7019867549668874,0.5114155251141552
18,0.7750170688989818,0.6659400544959128
19,0.7045696068012753,0.6278944534194938
20,0.626956930726332,0.2930800542740841
21,0.6875722914792444,0.6596194503171248
22,0.5972408573296177,0.3548795944233206
23,0.6304281397480732,0.6731259561448241
24,0.6631243358129649,0.6881162428645562
25,0.7263213629426605,0.6548956661316212
26,0.6734990785942905,0.5855855855855855
27,0.7476090718644685,0.28527131782945736
28,0.6723735408560311,0.4956629491945477
29,0.6835386338185889,0.7250996015936255
30,0.6961125107631471,0.46080191502094553
31,0.656664781610725,0.40917544947303164
32,0.7869824204561964,0.5038621509209744
33,0.6314649336582724,0.7784986098239111
34,0.678903240426014,0.5892162312395776
35,0.4127144691281173,0.410757946210269
36,0.7765409438095802,0.5892162312395776
37,0.6746180130230159,0.5012048192771085
38,0.7263213629426605,0.5382775119617225
39,0.546583850931677,0.6500541711809317
40,0.7556756100522035,0.5659241420830825
41,0.4256142387308957,0.5114155251141552
42,0.6153112330073933,0.5962059620596206
43,0.746209584119832,0.5448195576251456
44,0.6800723000451875,0.5448195576251456
45,0.6288900761319621,0.6642297650130549
46,0.6753543667123914,0.64
47,0.7419642034814109,0.5382775119617225
48,0.5774431897393001,0.6596194503171248
49,0.6510082721504269,0.4521849271690943
