,training,test
0,0.5903614457831325,0.5405405405405405
1,0.6134969325153374,0.4210526315789474
2,0.5786163522012578,0.5625
3,0.5569620253164557,0.6829268292682927
4,0.5590062111801243,0.6341463414634146
5,0.5714285714285715,0.6829268292682927
6,0.6282051282051283,0.4444444444444444
7,0.5987261146496815,0.5454545454545454
8,0.5660377358490567,0.5909090909090909
9,0.5822784810126582,0.6666666666666666
10,0.6163522012578616,0.5263157894736841
11,0.6049382716049383,0.3888888888888889
12,0.5838509316770187,0.4324324324324324
13,0.6013071895424836,0.4999999999999999
14,0.608695652173913,0.5365853658536586
15,0.5732484076433121,0.6111111111111112
16,0.5562913907284769,0.6046511627906976
17,0.5949367088607597,0.4705882352941176
18,0.5731707317073171,0.6046511627906976
19,0.5384615384615385,0.6666666666666667
20,0.5838509316770187,0.5853658536585366
21,0.5949367088607597,0.5714285714285715
22,0.6134969325153374,0.4
23,0.569620253164557,0.5454545454545454
24,0.55,0.7
25,0.5750000000000001,0.6
26,0.5987261146496815,0.55
27,0.6369426751592356,0.3902439024390244
28,0.6415094339622641,0.3902439024390244
29,0.5512820512820512,0.7142857142857143
30,0.5889570552147239,0.5128205128205128
31,0.5609756097560975,0.5263157894736841
32,0.5802469135802469,0.5641025641025642
33,0.5408805031446541,0.7142857142857143
34,0.5875000000000001,0.5116279069767442
35,0.5935483870967742,0.5263157894736841
36,0.5925925925925927,0.5263157894736841
37,0.5732484076433121,0.5641025641025642
38,0.5859872611464968,0.5
39,0.5751633986928105,0.6382978723404256
40,0.608695652173913,0.5238095238095238
41,0.5584415584415584,0.6521739130434783
42,0.5786163522012578,0.6
43,0.5889570552147239,0.5909090909090909
44,0.5609756097560975,0.65
45,0.5714285714285714,0.6666666666666666
46,0.5512820512820512,0.6153846153846153
47,0.546583850931677,0.65
48,0.5802469135802469,0.55
49,0.628930817610063,0.4210526315789474
